id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
nope,102710647,2022-07-20,Richard Roeper,True,4/4,fresh,Chicago Sun-Times,"Jordan Peele’s masterfully audacious, wickedly funny and utterly outlandish sci-fi horror fable Nope is a classic example of a bold and original film that pays homage to a seemingly endless stream of great movies and yet is more than the sum of its parts.",POSITIVE,https://chicago.suntimes.com/movies-and-tv/2022/7/20/23270974/nope-review-jordan-peele-movie-daniel-kaluuya-keke-palmer-steven-yeun-michael-wincott
thor_ragnarok_2017,2428486,2017-10-19,Drew McWeeny,False,A,fresh,The Tracking Board,"One thing about Taika Waititi is evident: he is 100% worthy, and the power of Thor is his.",POSITIVE,http://www.tracking-board.com/thor-review-taika-waititi-brings-absurd-earnest-fun-to-the-mcu/
first_man,2549626,2019-01-19,Pete Vonder Haar,False,4.5/5,fresh,Houston Press,"Did Ed White have it right when he said, ""If a civilization doesn't try to expand its horizons, it can never grow as a nation."" What was that about American prestige again?",POSITIVE,https://www.houstonpress.com/arts/damien-chazelles-first-man-is-a-truly-cinematic-moonshot-10937291
star_wars_the_last_jedi,2570597,2019-03-26,Nicolás Ruiz,False,8.4/10,fresh,Código espagueti,Star Wars: The Last Jedi is a complete shift for the Star Wars saga and a brave reinvention of the jedi mythos. [Full review in Spanish],POSITIVE,https://codigoespagueti.com/resenas/star-wars-the-last-jedi/
the_front_runner_2018,2536995,2018-12-03,Diana Saenger,False,4,fresh,ReviewExpress.com,"Hugh Jackman takes a large leap playing Gary Hart, a Democrat Colorado senator in 1984 who lost in the primaries, but has not given up.",POSITIVE,http://reviewexpress.com/review.php?rv=1914
wonder_woman_2017,2397605,2017-06-02,Peter Rainer,True,B-,fresh,Christian Science Monitor,"It's overlong at 141 minutes and suffers from too much origin story exposition and middling CGI effects, but it has a frisky, friendly spirit that perfectly aligns with its wide-eyed lead actress, Gal Gadot.",POSITIVE,http://www.csmonitor.com/The-Culture/Movies/2017/0602/Wonder-Woman-has-a-frisky-friendly-spirit
ready_player_one,2467554,2018-03-28,Soren Andersen,True,2/4,rotten,Seattle Times,"I've seen ""Ready Player One,"" and now my eyeballs need a vacation.",NEGATIVE,https://www.seattletimes.com/entertainment/movies/ready-player-one-the-hunt-is-on-in-steven-spielbergs-overloaded-spectacle/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_movies
ant_man_and_the_wasp_quantumania,102779501,2023-02-14,Eric Eisenberg,False,2/5,rotten,CinemaBlend,&#91;A&#93; blockbuster that&#8217;s never compelling for more than five minutes at a time and has nothing original or special to contribute to the superhero genre&#46;,NEGATIVE,https://www.cinemablend.com/movies/ant-man-and-the-wasp-quantumania-review
taken_3,2242765,2015-01-16,Andy Crump,False,4.5/10,rotten,Paste Magazine,"Taken 3 isn't a good movie. Against all logic, it isn't a bad movie, either. Instead, it's so casual and indifferent to itself it lapses into something altogether appalling.",NEGATIVE,http://www.pastemagazine.com/articles/2015/01/taken-3.html
once_upon_a_time_in_hollywood,2617010,2019-08-19,Tom Augustine,False,5/5,fresh,New Zealand Herald,"To watch a film is something like a waking dream - and it's within this space that Once Upon a Time operates, right down to its fantastical title.",POSITIVE,https://www.nzherald.co.nz/entertainment/news/article.cfm?c_id=1501119&objectid=12258315
ant_man_and_the_wasp_quantumania,102780821,2023-02-17,Eli Glasner,False,3/5,rotten,CBC News,This is the Marvel way&#58; The studio recruits actors and directors for their distinctive qualities&#44; but over time the thing that stuck out  gets filed down&#44; until they&apos;re just part of the machine&#46;  Ant-Man and the Wasp&#58; Quantumania is more of the same&#46;,NEGATIVE,https://www.cbc.ca/news/entertainment/ant-man-wasp-quantumania-1.6749393
captain_america_civil_war,2325604,2016-05-06,Sandy Schaefer,False,4/5,fresh,Screen Rant,Captain America: Civil War is a great superhero blockbuster that lays the groundwork for even bigger and better things to come in Phase 3 of the MCU.,POSITIVE,http://screenrant.com/captain-america-civil-war-movie-reviews/
star_wars_episode_vii_the_force_awakens,2299585,2015-12-16,Isaac Feldberg,False,10/10,fresh,We Got This Covered,"Star Wars: The Force Awakens is some kind of miracle, as it works on every imaginable level.",POSITIVE,http://wegotthiscovered.com/movies/star-wars-force-awakens-review
snow_white_and_the_huntsman,2087570,2012-06-01,Drew Taylor,False,C-,rotten,The Playlist,"Snow White & the Huntsman may be occasionally beautiful to look at, but as the evil queen teaches us, it comes at a cost -- in this sense, narrative momentum, actual stakes, and above all, an enjoyable experience.",NEGATIVE,http://blogs.indiewire.com/theplaylist/review-snow-white-the-huntsman-is-a-beautiful-slog-20120531
avengers_endgame,102659038,2022-02-18,David Gonzalez,False,4/4,fresh,The Cinematic Reel,Avengers&#58; Endgame broke me&#44; put me back together&#44; and decided to cut me again in one of the most impactful cinematic experiences of all time&#46; ,POSITIVE,https://thecinematicreel.com/reel-review-avengers-endgame/
spider_man_far_from_home,2602222,2019-07-03,Shyama Krishna Kumar,False,,fresh,Gulf News (UAE),"It's a familiar Spider-Man story, told in an entirely fresh way, and it completely works here.",POSITIVE,https://gulfnews.com/going-out/movie-reviews/spider-man-far-from-home-film-review-tom-holland-at-his-best-1.64995263
joker_2019,2660111,2020-01-14,Derek Deskins,False,,rotten,Edge Media Network,"To celebrate ""Joker"" as the best of the year is akin to telling your friends of all the celebrities you met while walking through Madame Tussauds. It isn't and you didn't.",NEGATIVE,https://www.edgemedianetwork.com/entertainment/movies/reviews//285200
wonder_woman_1984,2770446,2021-02-22,Tony Medley,False,3/10,rotten,The Larchmont Chronicle,"It is even more absurd than the first one that grossly distorted history. Gal Gadot's delivery makes Tony Curtis', ""Yonda Lies Da Castle of My Fodda,"" seem Shakespearean.",NEGATIVE,http://www.tonymedley.com/2020/Wonder_Woman_1984.htm
ant_man_and_the_wasp_quantumania,102779585,2023-02-14,Peter Gray,False,2.5/5,rotten,The AU Review,Feels unsure of its own journey&#44; losing its personality in a sea of overt CGI and poorly-executed humour that&#44; sadly&#44; cheapens whatever genuine wit Jeff Loveness&#8216;s script manages to occasionally muster&#46;,NEGATIVE,https://www.theaureview.com/watch/film-review-ant-man-and-the-wasp-quantumania/
roma_2018,2537175,2018-12-04,Jonathan W. Hickman,False,10/10,fresh,Daily Film Fix,"Few films this year impacted me more than ""Roma.""",POSITIVE,https://dailyfilmfix.com/?p=6490
dunkirk_2017,2768595,2021-02-16,John Serba,False,,fresh,Decider,I stand by my assertion that Dunkirk is Nolan's masterpiece.,POSITIVE,https://decider.com/2021/02/12/dunkirk-stream-it-or-skip-it/
avengers_endgame,2579791,2019-04-23,Matthew Pejkovic,False,4/5,fresh,Matt's Movie Reviews,"A grand, clever and heartfelt blockbuster sure to enthral its audience.",POSITIVE,http://www.mattsmoviereviews.net/movie-critic-reviews/avengers-endgame.html
taken_3,2241491,2015-01-08,Kate Muir,True,2/5,rotten,Times (UK),"With his third kidnapping caper, Taken 3, Liam Neeson takes self-parody to new lows and the result is hysterically, enjoyably bad.",NEGATIVE,http://www.thetimes.co.uk/tto/arts/film/reviews/article4317621.ece
la_la_land,2350415,2016-09-13,Mike Ryan,False,9/10,fresh,Uproxx,"La La Land is what they call a ""humdinger"" of a movie.",POSITIVE,http://uproxx.com/movies/la-la-land-review-tiff/
dune_2021,2833333,2021-10-20,Sebastian Zavala Kahn,False,4/5,fresh,Me gusta el cine,"Flawed as it is, ""Dune"" is a passion project, an ambitious film that feels more honest than 90% of blockbusters that are released each year. [Full review in Spanish]",POSITIVE,https://megustaelcine.com/critica-dunaun-film-ambicioso-con-excelentes-efectos-visuales-y-sonoros-que-falla-en-la-pasividad-de-su-protagonista/
ant_man_and_the_wasp,2586401,2019-05-15,Federico Furzan,False,3/4,fresh,Cinelipsis,"Even when following a guideline that serves a big purpose, this sequel manages to stay fresh with its quick paced script and dosed humour. [Full review in Spanish].",POSITIVE,https://cinelipsis.com/2019/05/07/critica-cine-ant-man-and-the-wasp-2018/
dunkirk_2017,2409149,2017-08-09,K. Austin Collins,True,,fresh,The Ringer,"When Dunkirk ended, I realized it wasn't Dunkirk I wanted to watch: It was the sequel.",POSITIVE,https://www.theringer.com/2017/7/19/16078320/dunkirk-movie-review-christopher-nolan-74e9c2d2dfff
wonder_woman_2017,2566513,2019-03-12,Rachel Wagner,False,A,fresh,rachelsreviews.net,Congrats to Patty Jenkins and everyone involved for finally giving me a blockbuster I actually cared about! Thank you!,POSITIVE,https://54disneyreviews.com/2017/06/02/wonder-woman-review/
star_wars_the_last_jedi,2442743,2017-12-13,John Lui,False,4/5,fresh,The Straits Times (Singapore),"Big space battles are one thing, but there are smaller action setpieces here that can only be described as beautiful.",POSITIVE,http://www.straitstimes.com/lifestyle/entertainment/star-wars-the-last-jedi-packed-with-action-and-humour
ant_man_and_the_wasp_quantumania,102779523,2023-02-14,Alex Flood,False,4/5,fresh,NME,Paul Rudd and Evangeline Lilly might be first-billed on the poster&#44; but this is undeniably the Jonathan Majors show &#8211; did Marvel just find its next great villain&#63;,POSITIVE,https://www.nme.com/reviews/film-reviews/ant-man-and-the-wasp-quantumania-review-kang-3398265
captain_marvel,2597904,2019-06-17,Cory Woodroof,False,,fresh,Nashville Scene,"Captain Marvel can stand alone as a step forward for a film series that was long past due making one, just as it can fall short of its potential",POSITIVE,https://www.nashvillescene.com/arts-culture/film/article/21050199/captain-marvel-is-a-fun-diversion-that-doubles-as-a-genre-milestone
the_batman,102662447,2022-02-28,Laura Clifford,False,A-,fresh,Reeling Reviews,"It seems we get the Batman movie for our times And so now, in 2022, we get the darkest Batman yet, one that pictures a Gotham City so drenched in corruption, Bruce Wayne (Robert Pattinson) finds himself looking into his own family history.",POSITIVE,https://www.reelingreviews.com/reviews/the-batman/
aquaman_2018,2539657,2018-12-11,Khal Davenport,False,,rotten,Complex,"I won't front like I didn't enjoy some elements of the film, but as a whole? It felt like I was watching a film based on what worked in a number of superhero flicks over the last few years.",NEGATIVE,https://www.complex.com/pop-culture/2018/12/aquaman-review-jason-momoa
skyfall,2111450,2012-10-23,Devin Faraci,False,,fresh,Birth.Movies.Death.,"Every time a Bond fan extols the virtues of the Bond films I wish I could see what they saw. I finally have, and I saw it in SKYFALL.",POSITIVE,http://badassdigest.com/2012/10/23/movie-review-skyfall-has-made-a-bond-fan-of-me/
godzilla_vs_kong,2785009,2021-04-21,Caffeinated Clint,False,,fresh,Moviehole,"King Kong vs. Godzilla"" isn't ""intellectual"" but if you're going to lose braincells, there's no better way to do it!",POSITIVE,https://moviehole.net/godzilla-vs-kong-review-welcome-back-to-the-movies/
taken_3,2242720,2015-01-16,Ben Kendrick,False,1.5/5,rotten,Screen Rant,Taken 3 takes the franchise past the point of absurdity - purely for the sake of selling a third series installment.,NEGATIVE,http://screenrant.com/taken-3-movie-reviews-2014/
parasite_2019,2623087,2019-09-07,Chris Bumbray,False,,fresh,JoBlo's Movie Network,Delicious social satire from a master of the genre.,POSITIVE,https://www.joblo.com/movie-news/review-parasite-tiff-2019
top_gun_maverick,102771585,2023-01-23,Felix Vasquez Jr.,False,,fresh,Cinema Crazed,A big jingoistic cartoon&#46; But it&#8217;s a fun jingoistic cartoon&#46;&#46;&#46;,POSITIVE,https://www.cinema-crazed.com/blog/2023/01/22/top-gun-maverick-2022/
jojo_rabbit,2638126,2019-10-22,Richard Brody,True,,rotten,New Yorker,"Today, making fun of Hitler and his minions is both easy and pointless, because he poses no threat; Waititi is kicking a dead bull.",NEGATIVE,https://www.newyorker.com/culture/the-front-row/springtime-for-nazis-how-the-satire-of-jojo-rabbit-backfires
avengers_infinity_war,2473244,2018-04-25,Eric Kohn,True,B,fresh,indieWire,"Even as the movie forces audiences to submit to so many cataclysmic events, the directors manage to direct the cascading mayhem to a unique kind of cliffhanger.",POSITIVE,http://www.indiewire.com/2018/04/avengers-infinity-war-review-1201956706/
thor_love_and_thunder,102709081,2022-07-14,Kate Rodger,False,4.5/5,fresh,Newshub (NZ),"Thor is not a perfect film, but for me, it was the perfect two hours my cinematic soul wanted and needed.",POSITIVE,https://www.newshub.co.nz/home/entertainment/2022/07/review-thor-love-and-thunder-is-another-classic-thor-adventure.html
aladdin,2589054,2019-05-22,A.O. Scott,True,,rotten,New York Times,"The movie itself, while not entirely terrible - a lot of craft has been purchased, and even a little art - is pointless in a particularly aggressive way.",NEGATIVE,https://www.nytimes.com/2019/05/22/movies/aladdin-review.html
ant_man_and_the_wasp_quantumania,102780692,2023-02-17,Josh Wilding,False,3.5/5,fresh,ComicBookMovie.com,Despite being an example of why a movie shouldn&#8217;t be shot almost entirely in The Volume&#44; every time Jonathan Majors steps on screen as Kang&#44; Ant-Man and The Wasp&#58; Quantumania is an epic tale to astonish and a monumental chapter in the Multiverse Saga&#46; ,POSITIVE,https://comicbookmovie.com/ant_man/ant_man-and-the-wasp-quantumania/ant-man-and-the-wasp-quantumania-review-jonathan-majors-makes-phase-5-opener-an-epic-tale-to-astonish-a200540
captain_marvel,2719432,2020-09-02,Victor Pineyro,False,7/10,fresh,Seventh Art Studio,"It's far from being the best MCU film, but it does a decent job on introducing on of the most powerful characters of that universe. [Full review in Spanish]",POSITIVE,http://seventhartstudio.com/captain-marvel-2019-resena/
ant_man_and_the_wasp_quantumania,102780006,2023-02-15,Douglas Davidson,False,4/5,fresh,Elements of Madness,&#46;&#46;&#46; &quot;Quantumania&quot; is a stellar time&#46; &#46;&#46;&#46; some truly trippy sequences&#44; some genuine excitement&#44; and the characteristic laughs the &quot;Ant-Man&quot; films offer&#44; and &quot;Quantumania&quot; is a strong start to Phase 5&#46;,POSITIVE,https://elementsofmadness.com/2023/02/15/antman3/
black_panther_2018,2549428,2019-01-19,Nathalia Aryani,False,,fresh,San Diego Entertainer,"One of the best, most important superhero movies of all time.",POSITIVE,https://www.sdentertainer.com/movies/movie-review-black-panther/
first_man,2617930,2019-08-21,Linda and Al Lerner,False,,fresh,Movies and Shakers,"This may be [Damien] Chazelle's best film yet. It may not be a joyous celebration, but watching the intense performances and the meticulous detail, should put your over the moon.",POSITIVE,https://moviesandshakers.com/first-man/
snow_white_and_the_huntsman,2087348,2012-05-31,Frank Swietek,False,C-,rotten,One Guy's Opinion,Gloomy and lugubrious...another expensive dud.,NEGATIVE,http://www.oneguysopinion.com/Review.php?ID=3549
parasite_2019,2633824,2019-10-09,Pete Hammond,False,5/5,fresh,Deadline Hollywood Daily,Bong Joon Ho's Cannes Film Festival winner is a flat out masterpiece.,POSITIVE,https://deadline.com/video/parasite-review-bong-joon-ho-cannes-palme-dor-winner/
ant_man_and_the_wasp_quantumania,102779521,2023-02-14,Clarisse Loughrey,True,3/5,fresh,Independent (UK),"All in all – particularly when balanced against the weightiness of Majors’s performance – Quantumania nicely hits the mark: it’s goofy, but goofy to just the right degree.",POSITIVE,https://www.independent.co.uk/arts-entertainment/films/reviews/ant-man-quantumania-review-b2282134.html
dunkirk_2017,2405957,2017-07-21,Rob Thomas,False,4/4,fresh,"Capital Times (Madison, WI)","The brilliant, unconventional structure adds to the immersive nature of ""Dunkirk,"" reinforcing the sense that the war is everywhere, that characters who haven't even met make decisions with life-or-death consequences for each other.",POSITIVE,http://host.madison.com/ct/entertainment/movies/movie-review-dunkirk-is-a-harrowing-and-surprisingly-experimental-war/article_7d3ddcff-113b-5045-8e4d-0571d1841fde.html?utm_source=dlvr.it&utm_medium=twitter
